ime,datum
Vladimir Velitchkov,24.06.1955
Giuliano Giardini,27.10.1955
Georgina Melissa Hathorn,06.07.1946
Matthew Jasper,12.09.1972
Wilma Gatta,01.12.1956
Andriy Deryzemlya,18.08.1977
Miki Ando,18.12.1987
Anastasiya Skryabina,10.05.1985
Alexis Photiades,25.07.1967
Sylvie Cantin,15.03.1970
Yong Sun Sin,30.10.1969
Victor Lobo Escolar,19.11.1979
Tuomas Gronman 1,19.09.1991
Sun Chun Kwon,24.08.1983
Peter Duncan 1,25.07.1944
Federico Pellegrino,01.09.1990
Nathan Smith,25.12.1985
Ian Whitehead,07.01.1963
Sophie Muir,07.05.1983
Irvin Servold,14.11.1932
Konstantin Glavatskikh,16.04.1985
Herbert Taylor,20.12.1906
Shi Song,30.11.1958
Christian Haller,28.10.1989
Angela Schmidt Foster,06.01.1960
Xiulan Wang,24.11.1971
Reto Burgermeister,07.09.1975
Adam Rippon,11.11.1989
Sanna Leena Perunka,23.09.1976
Jakobina Jakobsdottir,21.11.1932
Anneliese Meggl,03.12.1938
Yukio Kasaya,17.08.1943
Didier Gailhaguet,22.08.1952
Garry Battistella,13.01.1940
Donald Knight,08.06.1947
Erin Mielzynski,25.05.1990
Pertti Mattila,25.04.1909
Yevgeny Sanarov,02.09.1971
Dominique Locatelli,03.01.1961
Eligius Tambornino,25.10.1986
Xiuli Wang,25.10.1965
Ernst Reiter,31.10.1962
Cathy Lee Irwin,04.09.1952
Ulrike Maier,22.10.1967
Guogin Shen,18.07.1961
Kelsey Serwa,01.09.1989
Fredy Glanzmann,16.07.1963
Vera Mackintosh,02.06.1929
Justyna Kowalczyk,23.01.1983
Isabella Laboeck,06.04.1986
Michaela Kirchgasser,18.03.1985
Gerard Verguet,11.10.1949
Lei Li 2,18.02.1987
Axel Jungk,05.03.1991
Erika Lechner,28.05.1947
Elizabeth Gardner,04.09.1980
Cindy Overland,19.02.1976
Costanza Zanoletti,02.12.1980
Robert Makara,27.02.1948
Elena Gorohova,06.11.1972
Katerina Neumannova,15.02.1973
Michael Staksrud,02.06.1908
Fabienne Serrat,05.07.1956
Geir Andersen,21.02.1964
Jean Baptiste Grange,10.10.1984
Beatrix Holeczy,19.05.1972
Jack Edward Dunn,28.03.1917
Arne Tuft,16.01.1911
Mika Poutala,20.06.1983
Kaarel Nurmsalu,30.04.1991
Konstantin Kalistratov,14.08.1967
Oskar Schulz,14.10.1923
Christian Haechler,08.11.1983
Lasse Arnesen,18.01.1965
Colette Brand,05.11.1967
Maciej Biega,07.02.1989
Eva Tofalvi,04.12.1978
Steve Hutchinson,18.05.1949
Stefan Hock,10.05.1963
Stefan Georgiev,20.05.1977
Jorge Rodriguez Jirona,09.03.1945
Martin Petrasek,26.03.1966
Heiko Hunger,24.06.1964
Monika Bergmann,17.04.1978
Anton Babikov,02.08.1991
Ryoichi Fujisawa,25.05.1927
Roland Fischnaller 1,14.06.1975
Jarmila Skodova,11.07.1943
Paul Patrick Schwarzacher Joyce,05.07.1972
Bjoergvin Bjoergvinsson,11.01.1980
Jose Arias Corallon,27.08.1922
Dagmar Paleckova,09.08.1958
Julia Eichinger,28.12.1992
Victor Ryabchenko,08.09.1982
Alexander Bau,17.04.1970
Emil Egli,18.12.1941
Rick Chaffee,10.01.1945
Ester Ledecka,23.03.1995
Frank Peter Roetsch,19.04.1964
Pavol Hurajt,04.02.1978
Karin Thomas,03.10.1961
Carlos Garcia Knight,06.05.1997
Jochen Strobl,24.02.1979
Edward Budny,24.05.1937
Benjamin Raich,28.02.1978
Lotta Dahlberg,09.10.1962
Pavel Pegov,29.11.1956
Wendy Griner,16.04.1944
Gerry Rinaldi,25.06.1945
Thorleif Haug,29.09.1894
Eero J Laine,07.01.1926
Mikhail Galiev,30.11.1929
Song Hi Kim,24.02.1965
Ivan Byakov,21.09.1944
Sebastian Eisenlauer,13.03.1990
Simona Pastinaru,26.09.1977
Alexey Sobolev,01.09.1991
Gerard Balanche,18.01.1964
Nil Labrecque,20.07.1965
Chang Hae Kim,04.07.1968
Kyle Rasmussen,20.06.1968
Ladislav Zizka,08.03.1945
Jun Zhao,21.02.1967
Ioannis Kapraras,13.02.1968
Alois Morgenstern,13.06.1954
Giovanni Gloder,10.05.1945
Kathleen Vogt,07.03.1959
Hans Plenk,21.02.1938
David Clements,08.08.1939
J R Celski,17.07.1990
Urs Niedhart,11.09.1969
Kristi Richards,27.10.1981
David Moeller,13.01.1982
Mutsuhiko Maeda,07.05.1947
Socrates Aristodimou,04.05.1970
Henrik Walentin,22.08.1967
Krasimir Videnov,15.06.1968
Hans Wimmer,20.01.1947
Francois Louis Tremblay,13.11.1980
Carlo Gourlaouen,
Lauri Aleksi Litovaara,22.04.1976
Tatyana Shelekhova,04.04.1946
Monique Pelletier,12.07.1969
Chaoqing Song,21.03.1991
Jari Isometsa,11.09.1968
Yulia Tikhonova,08.04.1986
Annerosli Zryd,03.05.1949
Mark Knoll,26.07.1976
Mauno Luukkonen,14.04.1934
Mathieu Faivre,18.01.1992
Svetlana Bazhanova,01.12.1972
Ingrid Berntsen,18.04.1978
Javier Ubeira Rubio,03.05.1970
Siiri Rantanen,14.12.1924
Johanna Saarinen,08.09.1973
Linda Fratianne,02.08.1960
Vera Zozula,15.01.1956
Keiko Hasegawa,21.09.1955
Angelo Weiss,09.02.1969
Asami Hirono,08.11.1990
Anja Haas,30.05.1971
Scott Berry,23.12.1948
Duncan Kennedy,20.12.1967
Mick Dierdorff,30.04.1991
Guifeng Cao,05.11.1960
Daniela Zini,30.05.1959
Yordan Chuchuganov,25.02.1996
Sophia Griebel,07.06.1990
Bodo Bockenauer,22.12.1940
Rizzieri Rodeghiero,05.12.1919
Lotte Smiseth Sejersted,05.03.1991
Ekaterina Stolyarova,25.04.1988
Marco Albarello,31.05.1960
Sabina Panzanini,16.02.1972
Jiao Wang,16.04.1983
Erik Bjornsen,14.07.1991
Klaes Karppinen,09.10.1907
Lars Akesson,26.02.1953
Iker Fernandez,09.09.1977
John Farrow,18.02.1982
Mitchell Whitmore,18.12.1989
Tejs Broberg,15.03.1976
Tsukasa Hirakawa,10.01.1964
Shirley Firth,31.12.1953
Hirofumi Otsuka,08.10.1947
Justin Reiter,02.02.1981
Maja Hug,05.04.1928
Atje Keulen Deelstra,31.12.1938
Klaus Wunderlich,10.08.1951
Eun Hee Lee,15.08.1975
Madison Olsen,07.04.1995
Stanislav Henych,19.02.1949
Hernan Oelkers,25.12.1925
Inga Daushkane,12.04.1980
Inge Lieckfeldt,04.10.1941
Patrick Shannon,10.04.1977
Frithjof Paulsen,20.11.1895
Maki Tsuji,27.04.1985
Boris Strel,20.10.1959
Denise Herrmann,20.12.1988
Matthew Grosjean,21.09.1970
Hilde Katrine Engeli,04.08.1988
Anke Reschwamm Schulze,08.12.1972
Anton Winkler,23.02.1954
Tyler Harding,18.10.1996
Raymond Blum,11.04.1919
Maxim Kedrin,21.09.1982
David Zogg,18.12.1902
Derek Robbins,04.01.1952
Veronique Pierron,22.07.1989
Hiroyuki Deguchi,17.01.1953
Amy Sheehan,26.10.1986
Felice Denicolo,22.03.1942
John Snersrud,07.10.1902
Ariane Lavigne,08.10.1984
Michal Kvicala,24.01.1981
Raffaella Brutto,10.01.1988
Robert Buchel,16.06.1968
Zeljka Cizmesija,19.10.1970
Evgenija Roppel,
John Lindgren,08.11.1899
Tetyana Antypenko,24.09.1981
Nick Sullivan,21.06.1979
Teresa Trzebunia,23.09.1934
Eberhard Kneisl,12.05.1916
Jolanda Kindle,05.05.1965
Timofei Lapshin,03.02.1988
Gerd Winkler,17.01.1951
Wilfried Pallhuber,04.08.1967
Raimo Majuri,30.07.1943
Veronique Claudel,22.11.1966
Steven Bradbury,14.10.1973
Cary Adgate,21.08.1953
Katherine Calder,10.09.1980
Ove Aunli,12.03.1956
Mikio Oyama,29.10.1955
Constantinos Papamichael,06.09.1993
Matteo Marsaglia,05.10.1985
Steve Missillier,12.12.1984
Albena Zdravkova,22.09.1969
Hideaki Yamada,25.09.1960
Ivo Pertile,12.08.1971
Nicolas Van Ditmar,30.09.1965
Xiaolei Zhang,12.01.1983
Anatoly Mashkov,30.08.1944
Mats Larsson,20.03.1980
Gunda Kleemann,07.09.1966
Helena Erbenova,06.02.1979
Jurg Grunenfelder,08.01.1974
Markus Wittner,02.03.1973
Haavard Bjerkeli,05.08.1977
Maja Kezele,31.07.1979
Petr Zahrobsky,30.11.1980
Dmitry Vladimirovich Vassiliev,08.12.1962
Elisabeth Hogberg,07.11.1986
Esther Miller,10.09.1957
Ingrid Rothfu,10.10.1948
Gintaras Jasinskas,28.01.1968
Kunio Nando,04.12.1916
Scott James,06.07.1994
Annamari Chundak,26.03.1990
Vladimir Vilissov,19.04.1976
Ken Read,06.11.1955
Angel Pumpalov,20.02.1978
Serdar Deniz,26.06.1997
Lincoln Dewitt,24.04.1967
Manuel Fettner,17.06.1985
Terje Krokstad,01.10.1956
Juhani Repo,09.01.1948
Suzanne Davis,07.02.1912
Jan Matura,29.01.1980
Philipp Haelg,03.11.1991
Hongbo Liu,07.11.1973
Oliver Honer,18.09.1966
Juhani Suutarinen,24.05.1943
Aleksandr Tropnikov,01.08.1965
Mitja Meznar,30.06.1988
Dias Keneshev,31.03.1985
Wieslawa Martyka,02.06.1949
Christine Aaftink,25.08.1966
Elena Tchernetsova,21.01.1971
Andrzej Bachleda,09.01.1975
Jeno Ebert,09.01.1945
Arianne Jones,21.09.1990
Christa Jaarsma,15.10.1952
Jeremy Palmer Tomkinson,04.11.1943
Johnny Spillane,24.11.1980
Stefan Dziedzic,15.10.1927
Loic Meillard,29.10.1996
Diane Pratte,18.06.1953
Maciej Kurowski,19.06.1986
Rudolf Hohnl,21.04.1946
Irene Cadurisch,23.10.1991
Gervais Poirot,04.03.1942
Natalya Polozkova,02.04.1972
Hein Vergeer,02.05.1961
Sang Hwa Lee,25.02.1989
Alfred Groyer,08.01.1959
Walter Pichler,23.10.1959
Pekka Leskinen,26.02.1954
Knut Tore Apeland,11.12.1968
Andrzej Czarniak,11.11.1931
Yakov Godorozha,18.05.1993
Mao Asada,25.09.1990
Berit Unn Johansen,18.07.1947
Natalia Korosteleva,04.10.1981
Alfredo F Rego,29.12.1946
Zachary Lund,22.03.1979
Gabriela Haja,03.05.1965
Conradin Cathomen,02.06.1959
Irina Goubkina,19.04.1972
Maria Kirchgasser,26.11.1970
Callum Smith,12.10.1992
Keri Herman,16.08.1982
Yara Van Kerkhof,31.05.1990
Kyoji Suga,11.05.1969
Ye Tian,29.07.1982
Vitali Mikhailau,24.08.1986
Reidar Hjermstad,10.10.1937
Mikael Oestberg,21.05.1977
Vicente Tomas Hernandez,30.09.1969
Danielle Scott 1,07.03.1990
Nikita Tregybov,14.02.1995
Clint Jones,05.10.1984
Nicolae Cristoloveanu,22.04.1952
Ladislav Cap,13.04.1926
Cary Mullen,02.10.1969
Faye Gulini,24.03.1992
John Bauer,06.02.1969
Patrik Chlum,01.12.1981
Komiljon Tukhtaev,30.10.1997
Janette Hargin,04.10.1977
Ludvik Zajc,21.01.1943
Petra Elsterova,07.06.1973
Allison Owen,05.01.1953
Astrid Uhrenholdt Jacobsen,22.01.1987
Blaz Vrhovnik,08.05.1981
Dmitri Dashinski,09.11.1977
Magda Genuin,17.06.1979
Lubos Brchl,07.03.1929
Mark Mcmorris,09.12.1993
Alexandr Trifonov,13.03.1986
Antonella Confortola,16.10.1975
Maxim Odnodvortsev,29.02.1980
Uros Velepec,17.05.1967
Sami Repo,08.11.1971
Bill Johnson,30.03.1960
Aliaksandr Darozhka,19.08.1991
Pierre Koszali,11.01.1971
Regina Hausl,20.02.1966
Vitezslav Lahr,15.07.1929
Mellie Francon,24.01.1982
Bruno Toniolli,29.08.1943
Vanessa Vanakorn,27.10.1978
Marina Matrossova,02.07.1990
Doris Preindl,09.08.1977
Diego Schweizer,19.07.1938
Silvia Mittermueller,08.08.1983
Ha Yoon Kim,
Konrad Nagy,26.03.1992
Garrott Kuzzy,26.11.1982
Lars Borje Eriksson,21.10.1966
Bernhard Knauss,25.06.1965
Irina Nikulchina,08.12.1974
Simona Meiler,13.09.1989
Ladislav Dluhos,06.10.1945
Satoshi Sato,10.01.1962
Casey Puckett,22.09.1972
Evi Lanig,24.10.1933
Allar Levandi,28.12.1965
Aleksandar Stojanovski,23.01.1979
Frida Hansdotter,13.12.1985
Peter Crook,09.01.1993
Peter Thorndike,04.10.1977
Eric Neilson,29.01.1981
Bahri Yilmaz,21.04.1955
Cheryl Maas,28.09.1984
Annie Perreault,28.07.1971
Stefano Donagrandi,01.09.1976
Karel Stefl,16.03.1946
Odd Bjorn Hjelmeset,06.12.1971
Heidi Zeller Bahler,25.07.1967
Dusan Djuricic,13.03.1961
Marcelo Apovian,21.12.1972
Magdalena Neuner,09.02.1987
Reidar Kristofer Liaklev,15.07.1917
Lars Dresler,02.01.1968
Gaetan Boucher,10.05.1958
Ake Nilsson 2,10.09.1927
Marjatta Kajosmaa,03.02.1938
Charles Plamondon,04.05.1961
Ros Coates,17.01.1950
Jillian Rachell Vogtli,26.05.1973
Gale Shaw,24.08.1961
Candide Pralong,24.09.1990
Kathe Lettner,13.12.1906
Thomas Tumler,05.11.1989
Tomomi Otaka,21.11.1976
Oddvar Bra,16.03.1951
Zoltan Toth,24.08.1979
Peter Prevc,20.09.1992
Tommy Ingebrigtsen,08.08.1977
Jan Pesman,04.05.1931
Claudio Sprecher,06.04.1980
Haley Johnson,08.12.1981
Dimitar Drajev,15.09.1924
Songtao Wang,28.12.1985
Alfred Schindler,13.04.1957
Herbert Plank,03.09.1954
Tomaz Cizman,13.02.1956
Dustin Cook 1,11.02.1989
Chad Fleischer,04.01.1972
Eliza Outtrim,18.07.1985
Takashi Fujisawa,07.02.1943
Anais Bescond,15.05.1987
Tomas Slavik,29.04.1981
Gabi Schonbrunn,01.06.1961
Niklas Henning,06.03.1964
Kevin Rolland,10.08.1989
Daniela Ceccarelli,25.09.1975
Alexandra Hasler,01.06.1997
Laszlo Farkas 1,21.09.1960
Italo Pedroncelli,23.11.1935
Yelena Sokolova,15.02.1980
Everett Dunklee,24.10.1946
Seiji Kudo,05.06.1944
Sven Erik Danielsson,03.02.1960
Marcel Tremblay,12.06.1965
Karen Preston,08.07.1971
Dana Spalenska,10.02.1950
Ivar Ballangrud,07.03.1904
Eldar Roenning,11.06.1982
Stien Baas Kaiser,20.05.1938
Heinz Sames,10.07.1911
Wolfgang Rottmann,15.05.1973
Franz Klammer,03.12.1953
Emmanuel Chedal,15.01.1983
Jim Galanes,28.08.1956
Karl Heinz Luck,28.01.1945
Jernej Koblar,30.09.1971
Christa Schmuck,25.01.1944
Yelena Cheglova,02.08.1950
Daniel Hilmarsson,08.02.1964
Martin Cernik,25.08.1976
Stefan Thanei,03.09.1981
Charles Jewtraw,05.05.1900
Fredrikke Eger,07.11.1943
Philipp Schoerghofer,20.01.1983
Valentin Pchenitzin,03.11.1936
Hans Nagele,18.07.1942
Armin Kogler,04.09.1959
Valery Tsyganov,14.10.1956
Kalle Palander,02.05.1977
Helmut Mayer,04.03.1966
Hadi Pfeifer,22.09.1906
Rhoda Wurtele Eaves,21.01.1922
Gyorgy Czako,11.07.1933
Enno Roder,16.12.1935
Anita Wachter,12.02.1967
Hanna Kolb,21.08.1991
Nikolai Hentsch,10.08.1983
Karl Rafreider,06.03.1917
Theodoros Christodoulou,12.03.1977
Ben Ferguson,21.01.1995
Bernard Perret,05.06.1933
Jaroslav Cardal,16.03.1919
Anthony Aslungal,
Konstantina Koutra,17.10.1979
Ralph Olinger,17.12.1924
Ivett Toth,20.12.1998
Mantas Strolia,28.02.1986
Aleksei Borovitine,14.02.1954
Xavier De Le Rue,01.07.1979
Aivars Bogdanovs,27.02.1965
Sergei Rylov,19.11.1975
John Robin Dent,15.02.1938
Martin Bell,06.12.1964
Ion Hebedeanu,29.07.1925
Lindsey Dehlin,02.07.1984
Frode Syvertsen,14.01.1963
Arnold Gartmann 1,18.10.1941
Irina Kovrova,04.01.1962
Slava Zupancic,05.07.1931
Halvard Hanevold,03.12.1969
Marian Navarro,27.05.1941
Eun Bi Bak,14.09.1979
Karel Tammjarv,25.05.1989
Aprilia Hagglof,02.04.1983
Anna Rokita,30.01.1986
Ashley Caldwell,14.09.1993
Vyacheslav Derkach,23.06.1976
Helmut Klopsch,04.12.1939
Andrej Klinar,05.02.1942
Madara Liduma,10.08.1982
Haukur Arnorsson,17.04.1971
Stefan Horngacher,20.09.1969
Manfred Schnelldorfer,02.05.1943
Peter Mlynar,01.03.1988
Luke O Reilly,21.06.1948
Peter Speight,26.12.1992
Sean Crooks,08.07.1983
Lynn Nightingale,05.08.1956
Ivan Batory,03.05.1975
Remus Faur,06.06.1989
Kim Christiansen,08.05.1976
Ignacz Berecz,21.03.1912
Macleod Nicol,18.10.1958
Sveinn Brynjolfsson,27.07.1975
Daisuke Takahashi,16.03.1986
Galina Koukleva,21.11.1972
Anna Karin Stromstedt,01.01.1981
Miriam Vogt,20.03.1967
Franz Schobel,06.04.1956
Nikolay Chebotko,29.10.1982
Luca Cattaneo,24.07.1972
Hiroya Saito,01.09.1970
Anastasia Bucsis,30.04.1989
Jan Hoffmann,26.10.1955
Sage Kotsenburg,27.07.1993
Teja Gregorin,29.06.1980
Vladimir Bortsov,10.07.1974
Oswald Haselrieder,22.08.1971
Miroslav Dvorak 1,03.03.1987
Jana Bode,01.03.1969
Takahiro Ushiyama,01.05.1981
Andrea Casasnovas,27.08.1987
Jacqueline Borner,30.03.1965
Dalibor Samsal,25.12.1985
Peter Gerig,19.03.1934
Andreas Schonbachler,24.04.1966
Hilde Riis,06.05.1959
Pascal Dion,08.08.1994
Matjaz Zupan,27.09.1968
Erla Asgeirsdottir,27.01.1994
Martin Bogdanov,14.02.1986
Elisabetta Biavaschi,26.06.1973
Heinz Gahler,23.03.1952
Andrew Gabel,23.12.1964
Francisco Fernandez Ochoa,25.02.1950
Olga Vasiljonok,17.05.1980
Adolf Wiklund,19.12.1921
Konstantin Korotkov,18.06.1961
Mitsutake Makita,
John Langlois,25.01.1968
Chun Ja Lee,07.04.1981
Stuart William Parkinson,31.05.1929
Anders Rekdal,04.01.1987
Harald Eriksson,22.09.1921
Arsen Harutyunyan,16.03.1968
Brendan Kerry,18.11.1994
Nina Li,10.01.1983
Krista Fanedl,01.08.1941
Gun Adel,14.09.1938
Juan Angel Olivieri,28.06.1957
Gilles Marguet,03.12.1967
Wei Chung Hwang,02.02.1951
Johann Lahr,21.01.1913
Joo Hyun Kim,20.09.1980
Christelle Laura Douibi,24.11.1985
Tom Sandberg,06.08.1955
Oleg Tataurov,23.08.1972
Jens Boden,29.08.1978
Ales Vodsedalek,05.03.1985
Andrey Kondroschev,24.08.1983
Bob De Jong,13.11.1976
Ji Hyon Kim 1,11.01.1995
Kwang Young Lee,09.09.1946
Natascia Leonardi Cortesi,01.05.1971
Bertel Backman,10.06.1905
Markus Windisch,12.05.1984
Veli Matti Lindstroem,15.11.1983
Annemarie Waser,04.02.1940
Espen Andersen,12.07.1961
Alexi Maslov,07.02.1966
Mattias Hubrich,26.05.1966
Mikael Gayme,22.10.1979
Franz Aschenwald,11.01.1914
Nikolai Petrouchine,04.06.1979
Pavel Ploc,26.12.1943
Hedda Berntsen,24.04.1976
Krastana Stoeva,03.01.1941
Rene Friedl,17.07.1967
Clare Booth,19.09.1964
Dieter Thoma,19.10.1969
Hyon Suk Ko,21.03.1985
Alessandro Pittin,11.02.1990
Debora Pixner,24.09.1992
Sebastian Samuelsson,28.03.1997
Michelle Despain Hoeger,05.11.1984
Sarah Lindsay,08.06.1980
Mariya Gusakova,06.02.1931
Maria Theurl,11.08.1966
Stefan Harvan,17.05.1937
Preben Fjaere Brynemo,14.08.1977
Hye Kyung Won,14.10.1979
Gary Beacom,23.02.1960
Olav Jordet,27.12.1939
Michael Lambert,25.06.1986
Daiki Ito,27.12.1985
Chang Cheng Liu,10.04.1961
Hans Skinstad,13.06.1946
Daniel Rickardsson,15.03.1982
Thomas Dufter,20.12.1966
Kornelia Ihasz,16.06.1937
Ahmad Ouachit,30.11.1961
Tomas Krupcik,08.01.1988
Liv Grete Skjelbreid,07.07.1974
Bostjan Lekan,20.01.1966
Ragnhild Haga,12.02.1991
Nikolay Skriabin,17.12.1978
Yoshiaki Demachi,18.08.1943
Sylvain Bouchard,12.04.1970
Joss Christensen,20.12.1991
Maki Tabata,09.11.1974
Mona Loeseth,11.04.1991
Yuji Katsuro,07.10.1949
Andrew Barron,02.05.1951
Ayaka Kikuchi,28.06.1987
Albert Giger,07.10.1946
Birgit Heeb,14.10.1972
Marion Weber,19.05.1959
Marcel Hitz,03.09.1974
Darin Binning,05.05.1966
Karin Saeterkvist,09.08.1972
Gregor Jelonek,16.09.1968
Marinus Kraus,13.02.1991
Glenn Scott,29.10.1966
Klas Haraldsson,01.09.1922
Valery Schein,23.11.1945
Bengt Eriksson,22.01.1931
Brianne Tutt,09.06.1992
Alexandra Marasova,26.10.1965
Michael Janyk,22.03.1982
Ann Sofie Jarnstrom,16.07.1949
Thomas Rzeznizok,29.03.1957
Antonio Nitto,02.12.1938
Nick Pearson,13.08.1979
Nevin Galmarini,04.12.1986
Sabine Wehr Hasler,07.08.1967
Gunter Flauger,09.08.1936
Willy Junod,23.09.1937
Brit Pettersen,29.11.1961
Alexey Volkov,05.04.1988
Finn Christian Jagge,04.04.1966
Sonja Sperl,03.12.1936
Alessandra Merlin,22.09.1975
Jaanus Teppan,24.06.1962
Oleksandr Putsko,04.08.1981
Junichi Inoue,26.12.1971
Bujiin Jalbaa,15.07.1943
Marc Girardelli,18.07.1963
Laila Friis Salling,11.04.1985
Barbara Piecha,04.03.1948
Dengwen Dai,15.12.1976
Heinz Steinberger,14.02.1958
Craig M Lussi,22.02.1936
Klaudia Medlova,26.10.1993
Carlo Gartner,03.04.1922
Joanna Williams,01.12.1981
Sylvie Becaert,06.09.1975
Dominique Ohaco,19.12.1995
Thobias Fredriksson,04.04.1975
Takahiro Tanaka,28.02.1962
Marko Dolenc,27.09.1972
Martins Onskulis,18.06.1994
Shaun Boyle,30.01.1971
Geir Karlstad,07.07.1963
Oleg Kostromitin,16.06.1972
Jorge A Eiras,07.08.1942
Trijnie Rep,04.12.1950
Margo Lee Walters,11.03.1942
Niklas Mattsson,16.03.1992
Alexander Maier,16.07.1974
Artur Khamidullin,30.04.1977
Marjut Lukkarinen,04.02.1966
Imre Tagscherer,25.05.1972
Aimo Vartiainen,14.07.1927
Sachiko Yamamoto,05.04.1970
Olga Pyleva,07.07.1975
Wendel Suckow,11.04.1967
Lergio Faure,30.11.1900
Lars Berger,01.05.1979
Mark Langin,18.05.1962
Astrid Sandvik,01.10.1939
Timo Simonlatser,17.05.1986
Hubert Schrott,04.05.1935
Thomas Kumm,23.01.1969
Joshua Thompson,18.02.1962
Alex Mapelli Mozzi,07.05.1951
Rene Rinnekangas,25.09.1999
Sven Thorgren,04.10.1994
Olga Pall,03.02.1947
Ebbe Hartz,11.03.1966
Tetsuya Okabe,15.05.1965
Eevi Huttunen,23.08.1922
Traudl Treichl,12.03.1950
Andrea Morassi,30.08.1988
Julie Brendengen Jensen,15.03.1990
Elena Glebova,16.06.1989
Xin Zhang,04.08.1985
Magnus Brynjolfsson,05.06.1923
Jae Man Park,27.02.1980
Hans Vinjarengen,20.08.1905
Ivar Eriksen,07.03.1942
Espen Andersen 1,28.10.1993
Regina Mosenlechner,01.04.1961
Kalev Ermits,19.09.1992
Uschi Keszler,13.08.1947
Fernand Grosjean,05.05.1924
Nika Fleiss,14.12.1984
Sandra Shellworth,22.06.1944
Nikola Sudova,17.03.1982
Samuel Kolega,15.01.1999
Agustin Torres,17.08.1978
Yuliya Rodionova,11.01.1990
Stanislaw Pawlusiak,30.04.1958
Rognvaldur Ingthorsson,20.05.1968
Bernhard Tritscher,25.04.1988
Peter Nottet,23.09.1944
Angelika Schafferer,27.01.1948
Jacqueline Barasinski,23.11.1947
Geoffrey Sandys,09.06.1951
Sarah Meier,04.05.1984
Yuliya Skokova,01.12.1982
Carolina Ruiz Castillo,14.10.1981
Beixing Wang,10.03.1985
Yutong Han,16.09.1994
Peter Wenzel,
Jessica Lindell Vikarby,07.02.1984
Sven Israelsson,17.01.1920
Bill Koch,07.06.1955
Brahim Ait Si Brahim,01.01.1967
Jon Engen,09.03.1957
Dagmara Krzyzynska,12.04.1981
Toni Nieminen,31.05.1975
Isabel Roe,24.06.1916
Michael Richmond,13.08.1960
Konrad Winkler,17.02.1955
Laura Gauche,04.03.1995
Mireia Gutierrez,09.10.1988
Tone Decman,26.06.1913
Patrick Roelli,30.10.1972
Julie Zogg,01.10.1992
Joze Bertoncelj,06.04.1922
Margaret Bennett,17.09.1910
Mercedes Nicoll,05.12.1983
Zsolt Balo,21.10.1971
Vanessa Gusmeroli,19.09.1978
Lyman Currier,28.08.1994
Bahadur Gupta,07.09.1976
Natalya Issachenko,14.02.1979
